Quiz Heading,Question Type,Question Text,Option A,Option B,Option C,Option D,Correct Answer,Section,Points,Quiz Title,Explanation/Feedback,
Quiz 70,Multiple Choice,What helps form transport vesicles?,Cytoskeletal filaments,Lipid layers,Membrane proteins and signals,DNA,C) Membrane proteins and signals,Section12,1,Transport Vesicles,,
Quiz 70,True/False,Transport vesicles select their cargo during formation.,TRUE,FALSE,N/A,N/A,A) True,Section12,1,Transport Vesicles,,
Quiz 71,Multiple Choice,What is the role of astrocytes in the blood-brain barrier?,Helping control the environment around blood vessels in the brain,Carrying oxygen to the brain,Producing brain fluid,Sending electrical signals,A) Helping control the environment around blood vessels in the brain,Section12,1,Astrocytes,,
Quiz 71,Multiple Choice,How do astrocytes help neurons send signals?,By making neurotransmitters,By keeping ion levels balanced around neurons,By creating electrical signals,By storing energy,B) By keeping ion levels balanced around neurons,Section12,1,Astrocytes,,
Quiz 71,Multiple Choice,What do astrocytes do when the brain is injured?,Create new neurons,Grow blood vessels,Remove dead cells,Help repair damage and form scar tissue,D) Help repair damage and form scar tissue,Section12,1,Astrocytes,,
Quiz 71,Multiple Choice,How do astrocytes support the brain’s energy needs?,By giving neurons cholesterol,By sending signals between neurons,By turning glucose into energy for neurons,By keeping blood flowing in the brain,A) By giving neurons cholesterol,Section12,1,Astrocytes,,
Quiz 71,True/False,Astrocytes are responsible for making neurotransmitters in the brain.,TRUE,FALSE,N/A,N/A,B) False,Section12,1,Astrocytes,"Astrocytes do not make neurotransmitters. Instead, they support neurons by providing nutrients, balancing ions, and maintaining a healthy environment.",
Quiz 72,Multiple Choice,What is the primary role of oligodendrocytes in the central nervous system?,Producing neurotransmitters,Providing nutrients to neurons,Regulating blood flow,Insulating and supporting axons by forming the myelin sheath,D) Insulating and supporting axons by forming the myelin sheath,Section12,1,Oligodendrocytes,,
Quiz 72,Multiple Choice,How do oligodendrocytes differ from Schwann cells regarding axon coverage?,"Oligodendrocytes cover a single axon, while Schwann cells cover multiple axons","Oligodendrocytes cover up to 50 axons, while Schwann cells typically cover just one axon",Oligodendrocytes only cover axons in the peripheral nervous system,Schwann cells cover axons in the CNS and PNS,"B) Oligodendrocytes cover up to 50 axons, while Schwann cells typically cover just one axon",Section12,1,Oligodendrocytes,,
Quiz 72,Multiple Choice,What is the main benefit of the myelin sheath formed by oligodendrocytes?,It protects axons from damage,It supplies nutrients to axons,It speeds up the transmission of electrical signals along axons,It generates electrical impulses for neurons,C) It speeds up the transmission of electrical signals along axons,Section12,1,Oligodendrocytes,,
Quiz 72,Multiple Choice,What is one feature that makes oligodendrocytes highly efficient in maintaining CNS functionality?,Their ability to produce neurotransmitters,Their capability to form myelin for multiple axons simultaneously,Their role in immune responses,Their capacity to generate electrical impulses,B) Their capability to form myelin for multiple axons simultaneously,Section12,1,Oligodendrocytes,,
Quiz 72,True/False,Oligodendrocytes can myelinate both axons in the central nervous system and the peripheral nervous system.,TRUE,FALSE,N/A,N/A,B) False,Section12,1,Oligodendrocytes,"The statement is false because oligodendrocytes myelinate axons only in the central nervous system, while Schwann cells myelinate axons in the peripheral nervous system.",
Quiz 73,Multiple Choice,What is the primary role of Schwann cells in the peripheral nervous system (PNS)?,Supporting and insulating neurons,Producing neurotransmitters,Regulating blood flow,Facilitating synaptic transmission,A) Supporting and insulating neurons,Section12,1,Schwann Cells,,
Quiz 73,Multiple Choice,What distinguishes myelinating Schwann cells from nonmyelinating Schwann cells?,"Myelinating Schwann cells wrap around multiple axons, while nonmyelinating cells only wrap around one","Myelinating Schwann cells form the myelin sheath around axons, while nonmyelinating cells do not","Myelinating Schwann cells produce neurotransmitters, while nonmyelinating cells do not","Nonmyelinating Schwann cells create electrical signals, while myelinating cells do not","B) Myelinating Schwann cells form the myelin sheath around axons, while nonmyelinating cells do not",Section12,1,Schwann Cells,,
Quiz 73,Multiple Choice,How does the myelin sheath formed by Schwann cells benefit neurons?,It allows them to regenerate more quickly after injury,It prevents neurons from losing nutrients,"It insulates the axons, speeding up the transmission of electrical signals",It protects neurons from toxins,"C) It insulates the axons, speeding up the transmission of electrical signals",Section12,1,Schwann Cells,,
Quiz 73,Multiple Choice,What function does the Schwann cell promoter have?,It regulates the production of myelin proteins,It helps in producing shortened transcripts in a tissue-specific manner,It increases the number of Schwann cells,It promotes the formation of neurotransmitters,B) It helps in producing shortened transcripts in a tissue-specific manner,Section12,1,Schwann Cells,,
Quiz 73,True/False,Schwann cells play a critical role in the regeneration of damaged axons in the peripheral nervous system.,TRUE,FALSE,N/A,N/A,A) True,Section12,1,Schwann Cells,,
Quiz 74,Multiple Choice,What is the primary role of microglia in the central nervous system (CNS)?,Producing neurotransmitters,Supporting synaptic transmission,Acting as the resident immune defenders,Regulating blood flow,C) Acting as the resident immune defenders,Section12,1,Microglia,,
Quiz 74,Multiple Choice,Where do microglia originate during development?,The bone marrow,The neural tube,The yolk sac,The spinal cord,C) The yolk sac,Section12,1,Microglia,,
Quiz 74,Multiple Choice,Which of the following is a key function of microglia in maintaining brain health?,Enhancing synaptic transmission,"Scavenging plaques, damaged neurons, and infectious agents",Promoting neurogenesis,Producing cerebrospinal fluid,"B) Scavenging plaques, damaged neurons, and infectious agents",Section12,1,Microglia,,
Quiz 74,Multiple Choice,Why are microglia highly sensitive to minor pathological changes in the CNS?,They are connected to astrocytes for rapid signaling,They have unique potassium channels that respond to small changes in potassium levels,They are controlled by hormones in the brain,They are influenced by neuron-produced proteins,B) They have unique potassium channels that respond to small changes in potassium levels,Section12,1,Microglia,,
Quiz 74,True/False,"Microglia are involved in maintaining normal brain functions, even in the absence of disease or injury.",TRUE,FALSE,N/A,N/A,A) True,Section12,1,Microglia,,
Quiz 75,Multiple Choice,What type of lining do ependymal cells form in the brain and spinal cord?,Stratified squamous epithelium,Simple columnar ciliated epithelium,Transitional epithelium,Pseudostratified epithelium,B) Simple columnar ciliated epithelium,Section12,1,Ependymal Cells,,
Quiz 75,Multiple Choice,Which of the following is a key function of ependymal cells in the central nervous system (CNS)?,Producing neurotransmitters,Regulating blood flow,Producing cerebrospinal fluid (CSF),Forming synapses with neurons,C) Producing cerebrospinal fluid (CSF),Section12,1,Ependymal Cells,,
Quiz 75,Multiple Choice,How do ependymal cells contribute to neuroregeneration?,They form new neurons through mitosis,They serve as a reservoir for neural stem cells,They repair damaged neurons directly,They remove damaged cells from the CNS,B) They serve as a reservoir for neural stem cells,Section12,1,Ependymal Cells,,
Quiz 75,Multiple Choice,What is one of the functions of the cilia on ependymal cells?,Enhancing synaptic transmission,Generating electrical impulses,Moving cerebrospinal fluid (CSF),Absorbing nutrients for neurons,C) Moving cerebrospinal fluid (CSF),Section12,1,Ependymal Cells,,
Quiz 75,True/False,Ependymal cells are involved in both the production of cerebrospinal fluid and neuroregeneration.,TRUE,FALSE,N/A,N/A,A) True,Section12,1,Ependymal Cells,,
Quiz 76,Multiple Choice,Where are satellite glial cells (SGCs) primarily located?,In the peripheral nervous system ganglia,In the central nervous system,Around synapses in the brain,In the spinal cord only,A) In the peripheral nervous system ganglia,Section12,1,Satellite Glial Cells,,In the peripheral nervous system ganglia
Quiz 76,Multiple Choice,What do satellite glial cells (SGCs) do in the peripheral nervous system (PNS)?,Make neurotransmitters,Provide nutrients and support to neurons,Create action potentials,Control cerebrospinal fluid,B) Provide nutrients and support to neurons,Section12,1,Satellite Glial Cells,,
Quiz 76,Multiple Choice,How do satellite glial cells (SGCs) maintain the area around neurons?,By removing waste,By managing blood flow to neurons,By keeping conditions stable in nerve ganglia,By storing neurotransmitters,C) By keeping conditions stable in nerve ganglia,Section12,1,Satellite Glial Cells,,
Quiz 76,Multiple Choice,How do satellite glial cells interact with neuroactive chemicals?,They express specific receptors to interact with neuroactive chemicals,They produce neuroactive chemicals,They store and release neurotransmitters,They prevent neuroactive chemicals from reaching neurons,A) They express specific receptors to interact with neuroactive chemicals,Section12,1,Satellite Glial Cells,,
Quiz 76,True/False,"Satellite glial cells are linked to certain health conditions, including chronic pain and herpes simplex.",TRUE,FALSE,N/A,N/A,A) True,Section12,1,Satellite Glial Cells,,
Quiz 77,Multiple Choice,What is the initial step in the communication process of neurons?,Transmitting signals to muscles,Processing information,Receiving electrical signals from other cells,Producing neurotransmitters,C) Receiving electrical signals from other cells,Section13,1,Neuron Function,,
Quiz 77,Multiple Choice,How do neurons process signals after receiving them?,By converting electrical signals into chemical signals,By breaking down neurotransmitters,By storing the signals for future use,By determining the appropriate response to the signals,D) By determining the appropriate response to the signals,Section13,1,Neuron Function,,
Quiz 77,Multiple Choice,Where do neurons communicate with each other to pass signals?,In the cell nucleus,In the spinal cord,At synapses,In the mitochondria,C) At synapses,Section13,1,Neuron Function,,
